CVE,Package Name,Severity,Manifest File,Status,CVSS,CVSS Vector,Vulnerable Versions,Fixed Versions,Triaged By,Triage Reason,Triage Comment
"\"CVE-2023-26115\",\"word-wrap\",\"medium\",\".github/actions/toolchain/package-lock.json\",\"fixed\",5.3,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L\",\"<= 1.2.3\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2023-0842\",\"xml2js\",\"medium\",\".github/actions/toolchain/package-lock.json\",\"fixed\",5.3,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N\",\"< 0.5.0\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2023-28155\",\"request\",\"medium\",\".github/actions/toolchain/package-lock.json\",\"fixed\",6.1,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N\",\"<= 2.88.2\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2021-44906\",\"minimist\",\"critical\",\".github/actions/toolchain/package-lock.json\",\"fixed\",9.8,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H\",\">= 1.0.0, < 1.2.6\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2022-25881\",\"http-cache-semantics\",\"high\",\".github/actions/toolchain/package-lock.json\",\"fixed\",7.5,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H\",\"< 4.1.1\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2022-46175\",\"json5\",\"high\",\".github/actions/toolchain/package-lock.json\",\"fixed\",7.1,\"CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:H\",\">= 2.0.0, < 2.2.2\",\"2023-07-06T01:38:59Z\",,,"
"\"CVE-2022-24999\",\"qs\",\"high\",\".github/actions/toolchain/package-lock.json\",\"fixed\",7.5,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H\",\">= 6.5.0, < 6.5.3\",\"2023-07-06T01:38:58Z\",,,"
"\"CVE-2022-38900\",\"decode-uri-component\",\"high\",\".github/actions/toolchain/package-lock.json\",\"fixed\",7.5,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H\",\"< 0.2.1\",\"2023-07-06T01:38:58Z\",,,"
"\"CVE-2022-3517\",\"minimatch\",\"high\",\".github/actions/toolchain/package-lock.json\",\"fixed\",7.5,\"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H\",\"< 3.0.5\",\"2023-07-06T01:38:58Z\",,,"
"\"CVE-2022-35954\",\"@actions/core\",\"medium\",\".github/actions/toolchain/package-lock.json\",\"fixed\",5.0,\"CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N\",\"<= 1.9.0\",\"2023-07-06T01:38:58Z\",,,"
